Age Range,Covid Vacc Date,Black,Black total,Mixed,Mixed total,Other,Other total,South Asian,South Asian total,Unknown,Unknown total,White,White total
60-64,10/6/2021,13440,19558,6244,8015,12229,16408,45157,52675,112014,135625,977193,1046395
60-64,11/6/2021,13447,19558,6244,8015,12243,16408,45185,52675,112028,135625,977298,1046395
60-64,12/6/2021,13461,19558,6251,8015,12257,16408,45213,52675,112049,135625,977452,1046395
60-64,13/06/2021,13468,19558,6251,8015,12257,16408,45234,52675,112063,135625,977522,1046395
60-64,14/06/2021,13475,19558,6251,8015,12264,16408,45248,52675,112077,135625,977585,1046395
60-64,15/06/2021,13482,19558,6258,8015,12271,16408,45269,52675,112091,135625,977676,1046395
60-64,16/06/2021,13489,19558,6258,8015,12285,16408,45297,52675,112112,135625,977788,1046395
60-64,17/06/2021,13503,19558,6265,8015,12292,16408,45332,52675,112133,135625,977879,1046395
60-64,18/06/2021,13517,19558,6265,8015,12299,16408,45353,52675,112161,135625,977970,1046395
60-64,19/06/2021,13538,19558,6272,8015,12313,16408,45381,52675,112196,135625,978110,1046395
60-64,20/06/2021,13545,19558,6272,8015,12320,16408,45395,52675,112217,135625,978166,1046395
60-64,21/06/2021,13545,19558,6272,8015,12320,16408,45402,52675,112224,135625,978229,1046395
60-64,22/06/2021,13552,19558,6279,8015,12327,16408,45416,52675,112238,135625,978306,1046395
60-64,23/06/2021,13566,19558,6286,8015,12334,16408,45423,52675,112252,135625,978404,1046395
60-64,24/06/2021,13566,19558,6286,8015,12334,16408,45423,52675,112252,135625,978404,1046395
65-69,4/12/2020,0,10822,0,4956,0,11942,0,43561,0,96992,0,904638
65-69,8/12/2020,0,10822,0,4956,0,11942,0,43561,7,96992,49,904638
65-69,9/12/2020,0,10822,0,4956,0,11942,7,43561,14,96992,140,904638
65-69,10/12/2020,0,10822,0,4956,0,11942,14,43561,21,96992,238,904638
65-69,11/12/2020,0,10822,0,4956,0,11942,21,43561,28,96992,336,904638
65-69,12/12/2020,7,10822,0,4956,0,11942,28,43561,35,96992,413,904638
65-69,13/12/2020,7,10822,0,4956,0,11942,35,43561,42,96992,476,904638
65-69,14/12/2020,14,10822,7,4956,7,11942,42,43561,56,96992,553,904638
65-69,15/12/2020,14,10822,14,4956,14,11942,56,43561,77,96992,728,904638
65-69,16/12/2020,21,10822,14,4956,14,11942,70,43561,91,96992,910,904638
65-69,17/12/2020,28,10822,14,4956,21,11942,91,43561,119,96992,1141,904638
65-69,18/12/2020,35,10822,21,4956,21,11942,126,43561,140,96992,1400,904638
65-69,19/12/2020,35,10822,21,4956,28,11942,140,43561,168,96992,1652,904638
65-69,20/12/2020,42,10822,28,4956,28,11942,175,43561,182,96992,1932,904638
65-69,21/12/2020,49,10822,28,4956,35,11942,210,43561,224,96992,2268,904638
65-69,22/12/2020,49,10822,35,4956,42,11942,252,43561,252,96992,2576,904638
65-69,23/12/2020,56,10822,35,4956,49,11942,322,43561,280,96992,2968,904638
65-69,24/12/2020,63,10822,35,4956,49,11942,357,43561,301,96992,3150,904638
65-69,25/12/2020,63,10822,35,4956,49,11942,357,43561,308,96992,3150,904638
65-69,26/12/2020,63,10822,35,4956,49,11942,357,43561,308,96992,3157,904638
65-69,27/12/2020,63,10822,42,4956,49,11942,364,43561,308,96992,3206,904638
65-69,28/12/2020,63,10822,42,4956,56,11942,371,43561,315,96992,3290,904638
65-69,29/12/2020,70,10822,42,4956,56,11942,406,43561,343,96992,3549,904638
65-69,30/12/2020,77,10822,49,4956,70,11942,476,43561,392,96992,4207,904638
65-69,31/12/2020,84,10822,56,4956,84,11942,553,43561,476,96992,4844,904638
65-69,1/1/2021,91,10822,56,4956,84,11942,567,43561,497,96992,4991,904638
65-69,2/1/2021,98,10822,56,4956,91,11942,581,43561,511,96992,5131,904638
65-69,3/1/2021,98,10822,56,4956,91,11942,588,43561,518,96992,5236,904638
65-69,4/1/2021,98,10822,63,4956,98,11942,602,43561,539,96992,5481,904638
65-69,5/1/2021,105,10822,70,4956,105,11942,630,43561,581,96992,5922,904638
65-69,6/1/2021,119,10822,77,4956,119,11942,679,43561,658,96992,6601,904638
65-69,7/1/2021,133,10822,84,4956,133,11942,833,43561,777,96992,7672,904638
65-69,8/1/2021,154,10822,91,4956,161,11942,980,43561,910,96992,8904,904638
65-69,9/1/2021,182,10822,98,4956,182,11942,1085,43561,1022,96992,10073,904638
65-69,10/1/2021,182,10822,98,4956,196,11942,1141,43561,1071,96992,10654,904638
65-69,11/1/2021,196,10822,105,4956,210,11942,1190,43561,1134,96992,11375,904638
65-69,12/1/2021,217,10822,112,4956,217,11942,1246,43561,1225,96992,12404,904638
65-69,13/01/2021,245,10822,126,4956,245,11942,1330,43561,1358,96992,13678,904638
65-69,14/01/2021,287,10822,140,4956,273,11942,1428,43561,1498,96992,15232,904638
65-69,15/01/2021,308,10822,147,4956,287,11942,1554,43561,1652,96992,17059,904638
65-69,16/01/2021,322,10822,161,4956,308,11942,1694,43561,1792,96992,18585,904638
65-69,17/01/2021,343,10822,161,4956,322,11942,1743,43561,1862,96992,19586,904638
65-69,18/01/2021,364,10822,168,4956,336,11942,1806,43561,1967,96992,20650,904638
65-69,19/01/2021,392,10822,182,4956,364,11942,1939,43561,2107,96992,22155,904638
65-69,20/01/2021,434,10822,203,4956,392,11942,2135,43561,2268,96992,23968,904638
65-69,21/01/2021,469,10822,217,4956,420,11942,2429,43561,2436,96992,26117,904638
